name,address,latitude,longitude,contact,operating_hours,website
Bangalore E-Waste Recycling Center #1,877 Bangalore Industrial Estate, Bangalore, India,12.98563232,77.57937557,+91-9673548231,Mon-Fri 9:00-18:00,https://bangalore-ewaste1.org
Jaipur E-Waste Recycling Center #24,780 Jaipur Industrial Estate, Jaipur, India,26.93541212,75.80321109,+91-8899776655,Mon-Sat 9:00-17:00,https://jaipur-ewaste24.org
Lucknow E-Waste Recycling Center #25,221 Lucknow Industrial Estate, Lucknow, India,26.86911243,80.95910231,+91-8312456790,Mon-Fri 9:00-18:00,https://lucknow-ewaste25.org
Kochi E-Waste Recycling Center #26,902 Kochi Industrial Estate, Kochi, India,9.94122311,76.25670099,+91-9845123670,Mon-Sat 9:00-17:00,https://kochi-ewaste26.org
Chandigarh E-Waste Recycling Center #27,313 Chandigarh Industrial Estate, Chandigarh, India,30.74211752,76.76710221,+91-9988771122,Mon-Fri 9:00-18:00,https://chandigarh-ewaste27.org
Bhubaneswar E-Waste Recycling Center #28,410 Bhubaneswar Industrial Estate, Bhubaneswar, India,20.28441291,85.81623108,+91-8765123490,Mon-Sat 9:00-17:00,https://bhubaneswar-ewaste28.org
Thiruvananthapuram E-Waste Recycling Center #29,721 Thiruvananthapuram Industrial Estate, Thiruvananthapuram, India,8.54120123,76.91451233,+91-9841236701,Mon-Fri 9:00-18:00,https://thiruvananthapuram-ewaste29.org
Gurgaon E-Waste Recycling Center #30,560 Gurgaon Industrial Estate, Gurgaon, India,28.44451231,77.05312109,+91-9908765432,Mon-Sat 9:00-17:00,https://gurgaon-ewaste30.org
Bangalore E-Waste Recycling Center #31,128 Bangalore Industrial Estate, Bangalore, India,12.98111222,77.56341209,+91-7701234569,Mon-Fri 9:00-18:00,https://bangalore-ewaste31.org
Hyderabad E-Waste Recycling Center #32,432 Hyderabad Industrial Estate, Hyderabad, India,17.37590111,78.46234512,+91-8123467890,Mon-Sat 9:00-17:00,https://hyderabad-ewaste32.org
Mumbai E-Waste Recycling Center #33,219 Mumbai Industrial Estate, Mumbai, India,19.05123111,72.87214321,+91-9001122334,Mon-Fri 9:00-18:00,https://mumbai-ewaste33.org
Delhi E-Waste Recycling Center #34,777 Delhi Industrial Estate, Delhi, India,28.69341222,77.12351290,+91-8801234590,Mon-Sat 9:00-17:00,https://delhi-ewaste34.org
Chennai E-Waste Recycling Center #35,341 Chennai Industrial Estate, Chennai, India,13.09422109,80.28012445,+91-7301122334,Mon-Fri 9:00-18:00,https://chennai-ewaste35.org
Pune E-Waste Recycling Center #36,665 Pune Industrial Estate, Pune, India,18.54012211,73.82891234,+91-7623459812,Mon-Sat 9:00-17:00,https://pune-ewaste36.org
Kolkata E-Waste Recycling Center #37,90 Kolkata Industrial Estate, Kolkata, India,22.58231122,88.34321109,+91-9832114455,Mon-Fri 9:00-18:00,https://kolkata-ewaste37.org
Ahmedabad E-Waste Recycling Center #38,507 Ahmedabad Industrial Estate, Ahmedabad, India,23.03541234,72.59011223,+91-7012345678,Mon-Sat 9:00-17:00,https://ahmedabad-ewaste38.org
Jaipur E-Waste Recycling Center #39,288 Jaipur Industrial Estate, Jaipur, India,26.89941221,75.78123412,+91-7723459812,Mon-Fri 9:00-18:00,https://jaipur-ewaste39.org
Lucknow E-Waste Recycling Center #40,144 Lucknow Industrial Estate, Lucknow, India,26.83851233,80.93671221,+91-8152346790,Mon-Sat 9:00-17:00,https://lucknow-ewaste40.org
Kochi E-Waste Recycling Center #41,511 Kochi Industrial Estate, Kochi, India,9.92911233,76.28341221,+91-9845123411,Mon-Fri 9:00-18:00,https://kochi-ewaste41.org
Chandigarh E-Waste Recycling Center #42,632 Chandigarh Industrial Estate, Chandigarh, India,30.74651212,76.78451209,+91-9871123456,Mon-Sat 9:00-17:00,https://chandigarh-ewaste42.org
Bhubaneswar E-Waste Recycling Center #43,233 Bhubaneswar Industrial Estate, Bhubaneswar, India,20.31241212,85.83341212,+91-7612349870,Mon-Fri 9:00-18:00,https://bhubaneswar-ewaste43.org
Thiruvananthapuram E-Waste Recycling Center #44,987 Thiruvananthapuram Industrial Estate, Thiruvananthapuram, India,8.50711221,76.92541221,+91-9445123789,Mon-Sat 9:00-17:00,https://thiruvananthapuram-ewaste44.org
Gurgaon E-Waste Recycling Center #45,402 Gurgaon Industrial Estate, Gurgaon, India,28.47771233,77.01941233,+91-9904123786,Mon-Fri 9:00-18:00,https://gurgaon-ewaste45.org
Bangalore E-Waste Recycling Center #46,33 Bangalore Industrial Estate, Bangalore, India,12.95341233,77.62341212,+91-7023456789,Mon-Sat 9:00-17:00,https://bangalore-ewaste46.org
Hyderabad E-Waste Recycling Center #47,556 Hyderabad Industrial Estate, Hyderabad, India,17.39241222,78.45671211,+91-7894123560,Mon-Fri 9:00-18:00,https://hyderabad-ewaste47.org
Mumbai E-Waste Recycling Center #48,88 Mumbai Industrial Estate, Mumbai, India,19.08241211,72.86241211,+91-9004123786,Mon-Sat 9:00-17:00,https://mumbai-ewaste48.org
Delhi E-Waste Recycling Center #49,215 Delhi Industrial Estate, Delhi, India,28.71241212,77.09841222,+91-8804123786,Mon-Fri 9:00-18:00,https://delhi-ewaste49.org
Chennai E-Waste Recycling Center #50,129 Chennai Industrial Estate, Chennai, India,13.07141211,80.29141212,+91-7304123786,Mon-Sat 9:00-17:00,https://chennai-ewaste50.org
Pune E-Waste Recycling Center #51,604 Pune Industrial Estate, Pune, India,18.51341211,73.88141212,+91-7624123786,Mon-Fri 9:00-18:00,https://pune-ewaste51.org
Kolkata E-Waste Recycling Center #52,217 Kolkata Industrial Estate, Kolkata, India,22.58941211,88.35241212,+91-9834123786,Mon-Sat 9:00-17:00,https://kolkata-ewaste52.org
Ahmedabad E-Waste Recycling Center #53,718 Ahmedabad Industrial Estate, Ahmedabad, India,23.01241211,72.57941212,+91-7014123786,Mon-Fri 9:00-18:00,https://ahmedabad-ewaste53.org
Jaipur E-Waste Recycling Center #54,309 Jaipur Industrial Estate, Jaipur, India,26.91541211,75.79541212,+91-7724123786,Mon-Sat 9:00-17:00,https://jaipur-ewaste54.org
Lucknow E-Waste Recycling Center #55,466 Lucknow Industrial Estate, Lucknow, India,26.84141211,80.94241212,+91-8114123786,Mon-Fri 9:00-18:00,https://lucknow-ewaste55.org
Kochi E-Waste Recycling Center #56,90 Kochi Industrial Estate, Kochi, India,9.94541211,76.26041212,+91-9844123786,Mon-Sat 9:00-17:00,https://kochi-ewaste56.org
Chandigarh E-Waste Recycling Center #57,12 Chandigarh Industrial Estate, Chandigarh, India,30.73941211,76.77441212,+91-9874123786,Mon-Fri 9:00-18:00,https://chandigarh-ewaste57.org
Bhubaneswar E-Waste Recycling Center #58,333 Bhubaneswar Industrial Estate, Bhubaneswar, India,20.29841211,85.82041212,+91-7614123786,Mon-Sat 9:00-17:00,https://bhubaneswar-ewaste58.org
Thiruvananthapuram E-Waste Recycling Center #59,444 Thiruvananthapuram Industrial Estate, Thiruvananthapuram, India,8.52141211,76.93341212,+91-9444123786,Mon-Fri 9:00-18:00,https://thiruvananthapuram-ewaste59.org
Gurgaon E-Waste Recycling Center #60,277 Gurgaon Industrial Estate, Gurgaon, India,28.46241211,77.02941212,+91-9904123777,Mon-Sat 9:00-17:00,https://gurgaon-ewaste60.org



